File Title: ,C:\Users\slank\Desktop\SPS36.LOG
File Name: ,C:\Users\slank\Desktop\SPS36.LOG
Start Time:,8/10/2017 9:07:16 AM
End Time:,8/10/2017 1:30:00 PM
Interval:,1
Records:,1331
Cyclic Flags:,2
Error Flags:,8208

Date/Time,Velocity (ft/s),Volume (gal/m),Error #
8/10/2017 9:13:52 AM,-1.74005017624844E-02,-0.651216986732159,0
8/10/2017 9:13:53 AM,-0.017484018999282,-0.654342634718058,0
8/10/2017 9:13:54 AM,-0.017484018999282,-0.654342634718058,0
8/10/2017 9:13:55 AM,-0.017484018999282,-0.654342634718058,0
8/10/2017 9:13:57 AM,-0.017528002520903,-0.655988726124323,0
8/10/2017 9:14:00 AM,-1.75692381753872E-02,-0.657531978096343,0
8/10/2017 9:14:01 AM,-1.75692381753872E-02,-0.657531978096343,0
8/10/2017 9:14:02 AM,-1.77454401685085E-02,-0.664126370176695,0
8/10/2017 9:14:04 AM,-1.77454401685085E-02,-0.664126370176695,0
8/10/2017 9:14:05 AM,-1.77454401685085E-02,-0.664126370176695,0
8/10/2017 9:14:08 AM,-1.77730841420539E-02,-0.665160950983576,0
8/10/2017 9:14:09 AM,-1.79365464035417E-02,-0.671278556258613,0
8/10/2017 9:14:10 AM,-1.79365464035417E-02,-0.671278556258613,0
8/10/2017 9:14:11 AM,-1.79365464035417E-02,-0.671278556258613,0
8/10/2017 9:14:12 AM,-1.81242988406954E-02,-0.678305225836526,0
8/10/2017 9:14:13 AM,-1.81242988406954E-02,-0.678305225836526,0
8/10/2017 9:14:15 AM,-1.81242988406954E-02,-0.678305225836526,0
8/10/2017 9:14:16 AM,-1.82658112136196E-02,-0.683601352484993,0
8/10/2017 9:14:17 AM,-1.82658112136196E-02,-0.683601352484993,0
8/10/2017 9:14:19 AM,-1.82609331840859E-02,-0.683418791330292,0
8/10/2017 9:14:20 AM,-1.82609331840859E-02,-0.683418791330292,0
8/10/2017 9:14:21 AM,-1.80516273546198E-02,-0.675585482071118,0
8/10/2017 9:14:23 AM,-1.80516273546198E-02,-0.675585482071118,0
8/10/2017 9:14:24 AM,-1.80516273546198E-02,-0.675585482071118,0
8/10/2017 9:14:25 AM,-1.79575137924078E-02,-0.672063264652853,0
8/10/2017 9:14:26 AM,-1.79575137924078E-02,-0.672063264652853,0
8/10/2017 9:14:27 AM,-1.79575137924078E-02,-0.672063264652853,0
8/10/2017 9:14:28 AM,0.44445787489449,16.6339179162178,0
8/10/2017 9:14:30 AM,0.44445787489449,16.6339179162178,0
8/10/2017 9:14:32 AM,1.31275038428582,49.1299251742979,0
8/10/2017 9:14:33 AM,1.31275038428582,49.1299251742979,0
8/10/2017 9:14:34 AM,1.31275038428582,49.1299251742979,0
8/10/2017 9:14:36 AM,7.81988958230721,292.660809434108,0
8/10/2017 9:14:37 AM,7.81988958230721,292.660809434108,0
8/10/2017 9:14:38 AM,7.96603750145976,298.130422254866,0
8/10/2017 9:14:39 AM,7.96603750145976,298.130422254866,0
8/10/2017 9:14:40 AM,7.96603750145976,298.130422254866,0
8/10/2017 9:14:42 AM,8.02104956639503,300.189258928087,0
8/10/2017 9:14:43 AM,8.02104956639503,300.189258928087,0
8/10/2017 9:14:44 AM,8.02104956639503,300.189258928087,0
8/10/2017 9:14:45 AM,8.0951579030662,302.962777091959,0
8/10/2017 9:14:46 AM,8.0951579030662,302.962777091959,0
8/10/2017 9:14:47 AM,8.0951579030662,302.962777091959,0
8/10/2017 9:14:48 AM,8.1197022701624,303.881354555978,0
8/10/2017 9:14:50 AM,8.1197022701624,303.881354555978,0
8/10/2017 9:14:51 AM,8.09020904376071,302.77756511999,0
8/10/2017 9:14:52 AM,8.09020904376071,302.77756511999,0
